Timestamp,From_Bank,From_Account,To_Bank,To_Account,Amount_Received,Receiving_Currency,Amount_Paid,Payment_Currency,Payment_Format,Is_Laundering
9/1/2022 1:26,2310,80033FE50,1208,8003536B0,2882.57,US Dollar,2882.57,US Dollar,Cash,0
9/1/2022 1:11,20,8003552A0,20,8003552A0,8587.8,US Dollar,8587.8,US Dollar,Reinvestment,0
9/1/2022 1:24,1208,8001EB8C0,0,800356280,14510.05,US Dollar,14510.05,US Dollar,Cheque,0
9/1/2022 1:23,1208,8001EB8C0,0,800356280,91.11,US Dollar,91.11,US Dollar,Cash,0
9/1/2022 1:01,1208,8001407D0,20,80035DD60,1890.3,US Dollar,1890.3,US Dollar,Cheque,0
9/1/2022 1:08,1208,8001407D0,20,80035DD60,330.59,US Dollar,330.59,US Dollar,Credit Card,0
9/1/2022 1:08,2310,8003644B0,2310,80035C1F0,105198,US Dollar,105198,US Dollar,Cheque,0
9/1/2022 1:20,0,800074AD0,20,800385590,1753.94,US Dollar,1753.94,US Dollar,Cheque,0
9/1/2022 1:09,0,800074AD0,20,800385590,4070.95,US Dollar,4070.95,US Dollar,Cash,0
9/1/2022 1:08,1208,8001D6930,2597,800387690,381.58,US Dollar,381.58,US Dollar,Cheque,0
9/1/2022 1:14,1208,8001D6930,2597,800387690,1342.13,US Dollar,1342.13,US Dollar,Credit Card,0
9/1/2022 1:20,0,80038F680,0,80038F680,32848.92,US Dollar,32848.92,US Dollar,Reinvestment,0
9/1/2022 1:18,544,800390030,544,800390030,567770.71,US Dollar,567770.71,US Dollar,Reinvestment,0
9/1/2022 1:10,20,800391010,20,800391010,272986.44,US Dollar,272986.44,US Dollar,Reinvestment,0
9/1/2022 1:29,70,10042B660,11,800393F20,1042.4,US Dollar,1042.4,US Dollar,Cheque,0
9/1/2022 1:27,20,800224360,1601,80039E7E0,1113.79,US Dollar,1113.79,US Dollar,Cheque,0
9/1/2022 1:14,20,800224360,1601,80039E7E0,3240.14,US Dollar,3240.14,US Dollar,ACH,0
9/1/2022 1:27,214,8003D0F00,214,8003D0F00,21.36,US Dollar,21.36,US Dollar,Reinvestment,0
9/1/2022 1:09,11,8003D4BC0,11,8003D4BC0,10.1,US Dollar,10.1,US Dollar,Reinvestment,0
9/1/2022 1:02,214,8003D8C00,214,8003D8C00,19.09,US Dollar,19.09,US Dollar,Reinvestment,0
9/1/2022 1:29,0,800118920,544,8003DA1D0,1275.83,US Dollar,1275.83,US Dollar,Cheque,0
9/1/2022 1:00,0,800118920,544,8003DA1D0,1320.88,US Dollar,1320.88,US Dollar,Cash,0
9/1/2022 1:02,0,800118920,544,8003DA1D0,569.14,US Dollar,569.14,US Dollar,ACH,0
9/1/2022 1:10,214,8003DA940,214,8003DA940,11.77,US Dollar,11.77,US Dollar,Reinvestment,0
9/1/2022 1:19,20,800105280,20,8003DDCF0,85905.49,US Dollar,85905.49,US Dollar,Cheque,0
9/1/2022 1:07,20,800105280,20,8003DDCF0,5281.3,US Dollar,5281.3,US Dollar,Credit Card,0
9/1/2022 1:04,20,8003E2220,20,8003E2220,19.63,US Dollar,19.63,US Dollar,Reinvestment,0
9/1/2022 1:08,544,800347A60,214,8003E7780,44.29,US Dollar,44.29,US Dollar,Cheque,0
9/1/2022 1:27,544,800347A60,214,8003E7780,133.71,US Dollar,133.71,US Dollar,Credit Card,0
9/1/2022 1:26,1208,8003E9690,2310,8003F0A30,5865.32,US Dollar,5865.32,US Dollar,Cheque,0
9/1/2022 1:23,1208,8003E9690,2310,8003F0A30,2933.68,US Dollar,2933.68,US Dollar,ACH,0
9/1/2022 1:14,1208,8003F3A50,1208,8003F3A50,4136.19,US Dollar,4136.19,US Dollar,Reinvestment,0
9/1/2022 1:21,20,8003FB660,20,8003FB660,4.75,US Dollar,4.75,US Dollar,Reinvestment,0
9/1/2022 1:03,11,80014B220,1601,80041B140,1512.68,US Dollar,1512.68,US Dollar,ACH,0
9/1/2022 1:07,20,80041F650,20,80041F650,4285.45,US Dollar,4285.45,US Dollar,Reinvestment,0
9/1/2022 1:06,214,8004231F0,214,8004231F0,4.49,US Dollar,4.49,US Dollar,Reinvestment,0
9/1/2022 1:08,3654,800422BB0,3654,800422BB0,8985.72,US Dollar,8985.72,US Dollar,Reinvestment,0
9/1/2022 1:09,2597,800436EE0,2597,800436EE0,3.88,US Dollar,3.88,US Dollar,Reinvestment,0
9/1/2022 1:19,718,80043E140,718,80043E140,616972.63,US Dollar,616972.63,US Dollar,Reinvestment,0
9/1/2022 1:00,3218,800439360,3218,800439360,1419.81,US Dollar,1419.81,US Dollar,Reinvestment,0
9/1/2022 1:01,2597,800442E90,2597,800442E90,1197.47,US Dollar,1197.47,US Dollar,Reinvestment,0
9/1/2022 1:21,1208,80044E540,1208,80044E540,18.6,US Dollar,18.6,US Dollar,Reinvestment,0
9/1/2022 1:19,544,8004510E0,544,8004510E0,385176.28,US Dollar,385176.28,US Dollar,Reinvestment,0
9/1/2022 1:29,11,800211ED0,544,8004538F0,700.01,US Dollar,700.01,US Dollar,Cheque,0
9/1/2022 1:06,11,800211ED0,544,8004538F0,250.84,US Dollar,250.84,US Dollar,Cash,0
9/1/2022 1:29,11,800211ED0,544,8004538F0,54.13,US Dollar,54.13,US Dollar,ACH,0
9/1/2022 1:22,11,800211ED0,544,8004538F0,5.83,US Dollar,5.83,US Dollar,Wire,0
9/1/2022 1:01,20,8003E2C80,1208,80045DC50,1504.58,US Dollar,1504.58,US Dollar,Cheque,0
9/1/2022 1:14,20,8003E2C80,1208,80045DC50,391.09,US Dollar,391.09,US Dollar,Credit Card,0
9/1/2022 1:03,2597,800445370,2597,800445370,14.6,US Dollar,14.6,US Dollar,Reinvestment,0
9/1/2022 1:17,1208,800453F20,1208,800453F20,13.65,US Dollar,13.65,US Dollar,Reinvestment,0
9/1/2022 1:18,2310,80035F930,2310,80035F930,20.4,US Dollar,20.4,US Dollar,Reinvestment,0
9/1/2022 1:00,0,800117F00,1601,8004738A0,9128.46,US Dollar,9128.46,US Dollar,Cheque,0
9/1/2022 1:25,0,800117F00,1601,8004738A0,1308.39,US Dollar,1308.39,US Dollar,Credit Card,0
9/1/2022 1:10,544,800483C20,544,800483C20,20.63,US Dollar,20.63,US Dollar,Reinvestment,0
9/1/2022 1:18,214,8003A7E80,741,8004A0EC0,352.52,US Dollar,352.52,US Dollar,Cheque,0
9/1/2022 1:20,20,8004A2430,20,8004A2430,15.9,US Dollar,15.9,US Dollar,Reinvestment,0
9/1/2022 1:26,1818,80049F980,1818,80049F980,663123.29,US Dollar,663123.29,US Dollar,Reinvestment,0
9/1/2022 1:28,2310,800524720,2310,800524720,18.14,US Dollar,18.14,US Dollar,Reinvestment,0
9/1/2022 1:25,1818,8005348C0,1818,8005348C0,16.79,US Dollar,16.79,US Dollar,Reinvestment,0
9/1/2022 1:20,1208,800547BB0,1208,800547BB0,69460.15,US Dollar,69460.15,US Dollar,Reinvestment,0
9/1/2022 1:23,70,10042B660,0,800560FB0,8554.62,US Dollar,8554.62,US Dollar,Cheque,0
9/1/2022 1:20,70,10042B660,0,800560FB0,22065.78,US Dollar,22065.78,US Dollar,Cash,0
9/1/2022 1:07,544,800482CF0,741,800562A30,4779.41,US Dollar,4779.41,US Dollar,Cheque,0
9/1/2022 1:21,11,80056B690,11,80056B690,13005.06,US Dollar,13005.06,US Dollar,Reinvestment,0
9/1/2022 1:00,741,80056FC00,741,80056FC00,7.92,US Dollar,7.92,US Dollar,Reinvestment,0
9/1/2022 1:28,214,80034B3A0,718,80057E7E0,2903.34,US Dollar,2903.34,US Dollar,Cheque,0
9/1/2022 1:26,11,800587AB0,11,800587AB0,11.08,US Dollar,11.08,US Dollar,Reinvestment,0
9/1/2022 1:26,1601,80039C310,1924,800592870,57659.26,US Dollar,57659.26,US Dollar,Cheque,0
9/1/2022 1:01,1601,80039C310,1924,800592870,127550.16,US Dollar,127550.16,US Dollar,Cash,0
9/1/2022 1:03,20,800389840,2597,800593950,958.83,US Dollar,958.83,US Dollar,Cheque,0
9/1/2022 1:01,20,800389840,2597,800593950,3344.19,US Dollar,3344.19,US Dollar,Credit Card,0
9/1/2022 1:02,20,800389840,2597,800593950,514.02,US Dollar,514.02,US Dollar,Cash,0
9/1/2022 1:19,20,800389840,2597,800593950,798.28,US Dollar,798.28,US Dollar,ACH,0
9/1/2022 1:20,1922,80058E9A0,1922,80058E9A0,162408.39,US Dollar,162408.39,US Dollar,Reinvestment,0
9/1/2022 1:04,11,8005B2A60,11,8005B2A60,10.11,US Dollar,10.11,US Dollar,Reinvestment,0
9/1/2022 1:22,718,8005B38B0,1922,8005B4440,590819700,US Dollar,590819700,US Dollar,Cheque,0
9/1/2022 1:26,2310,8003D6300,1818,8005CF470,341.33,US Dollar,341.33,US Dollar,Cheque,0
9/1/2022 1:10,2310,8003D6300,1818,8005CF470,329.22,US Dollar,329.22,US Dollar,Credit Card,0
9/1/2022 1:12,0,8005C0800,0,8005C0800,7918.14,US Dollar,7918.14,US Dollar,Reinvestment,0
9/1/2022 1:04,2776,8005DF530,2776,8005DF530,18.47,US Dollar,18.47,US Dollar,Reinvestment,0
9/1/2022 1:13,214,8005E8380,11032,8005EA430,7686495.35,US Dollar,7686495.35,US Dollar,Cheque,0
9/1/2022 1:17,214,8005E8380,11032,8005EA430,7907848.59,US Dollar,7907848.59,US Dollar,Cash,0
9/1/2022 1:02,214,8005E8380,11032,8005EA430,7479089.72,US Dollar,7479089.72,US Dollar,ACH,0
9/1/2022 1:28,2310,8005C5ED0,867,8005EED30,451.62,US Dollar,451.62,US Dollar,Cheque,0
9/1/2022 1:04,2310,8005C5ED0,867,8005EED30,185.08,US Dollar,185.08,US Dollar,Credit Card,0
9/1/2022 1:07,70,10042B660,20,8005F71A0,266.95,US Dollar,266.95,US Dollar,Cheque,0
9/1/2022 1:16,70,10042B660,20,8005F71A0,735.2,US Dollar,735.2,US Dollar,Credit Card,0
9/1/2022 1:03,70,10042B660,20,8005F71A0,53.07,US Dollar,53.07,US Dollar,Cash,0
9/1/2022 1:17,214,800249900,2597,8006127C0,1182.67,US Dollar,1182.67,US Dollar,Cheque,0
9/1/2022 1:20,20,800612580,20,800612580,23.86,US Dollar,23.86,US Dollar,Reinvestment,0
9/1/2022 1:01,0,8006190F0,0,8006190F0,3816.98,US Dollar,3816.98,US Dollar,Reinvestment,0
9/1/2022 1:25,0,800110520,952,8005DE390,1387.85,US Dollar,1387.85,US Dollar,Cheque,0
9/1/2022 1:26,0,800110520,952,8005DE390,212.95,US Dollar,212.95,US Dollar,Credit Card,0
9/1/2022 1:23,0,800110520,952,8005DE390,27.18,US Dollar,27.18,US Dollar,ACH,0
9/1/2022 1:26,0,800110520,952,8005DE390,47.4,US Dollar,47.4,US Dollar,Wire,0
9/1/2022 1:29,0,8006217E0,0,8006217E0,6.52,US Dollar,6.52,US Dollar,Reinvestment,0
9/1/2022 1:16,741,80062C4F0,741,80062C4F0,8646.65,US Dollar,8646.65,US Dollar,Reinvestment,0
9/1/2022 1:22,2776,8005A0C10,544,80062F470,555.96,US Dollar,555.96,US Dollar,Cheque,0
9/1/2022 1:08,2776,8005A0C10,544,80062F470,2460.14,US Dollar,2460.14,US Dollar,Cash,0
9/1/2022 1:09,1818,80062AA20,1922,800641980,115119.78,US Dollar,115119.78,US Dollar,Cheque,0
9/1/2022 1:10,1046,800633D30,1046,800633D30,5961618.36,US Dollar,5961618.36,US Dollar,Reinvestment,0
9/1/2022 1:24,214,80038D800,1831,80065B9E0,6218.95,US Dollar,6218.95,US Dollar,Cheque,0
9/1/2022 1:26,214,80038D800,1831,80065B9E0,6217.09,US Dollar,6217.09,US Dollar,Credit Card,0
9/1/2022 1:15,3306,80065BD90,3306,80065BD90,15901.41,US Dollar,15901.41,US Dollar,Reinvestment,0
9/1/2022 1:02,11,80015C450,718,800662270,1699.64,US Dollar,1699.64,US Dollar,Cheque,0
9/1/2022 1:11,20,8001E7EB0,2776,800672F50,26325.64,US Dollar,26325.64,US Dollar,Cheque,0
9/1/2022 1:07,20,8001E7EB0,2776,800672F50,28176.21,US Dollar,28176.21,US Dollar,Wire,0
9/1/2022 1:22,1924,800675BF0,1924,800675BF0,31130.48,US Dollar,31130.48,US Dollar,Reinvestment,0
9/1/2022 1:13,70,10042B660,1831,800677720,558.38,US Dollar,558.38,US Dollar,Cheque,0
9/1/2022 1:09,70,10042B660,1831,800677720,1373.91,US Dollar,1373.91,US Dollar,Credit Card,0
9/1/2022 1:16,70,10042B660,1831,800677720,86.92,US Dollar,86.92,US Dollar,Cash,0
9/1/2022 1:11,214,8006835C0,214,8006835C0,576577.99,US Dollar,576577.99,US Dollar,Reinvestment,0
9/1/2022 1:02,2597,800588840,11,80068BE50,46003.29,US Dollar,46003.29,US Dollar,Cheque,0
9/1/2022 1:09,2597,800588840,11,80068BE50,9758.83,US Dollar,9758.83,US Dollar,Wire,0
9/1/2022 1:11,0,8002362E0,718,8006C9330,3052.26,US Dollar,3052.26,US Dollar,Cheque,0
9/1/2022 1:19,0,8002362E0,718,8006C9330,1425.88,US Dollar,1425.88,US Dollar,Credit Card,0
9/1/2022 1:04,741,80062A2D0,20,8006CBC90,5905.76,US Dollar,5905.76,US Dollar,Cheque,0
9/1/2022 1:27,741,80062A2D0,20,8006CBC90,11913.59,US Dollar,11913.59,US Dollar,Credit Card,0
9/1/2022 1:15,741,80062A2D0,20,8006CBC90,16910.42,US Dollar,16910.42,US Dollar,Wire,0
9/1/2022 1:00,214,8006CBE70,214,8006CBE70,10.48,US Dollar,10.48,US Dollar,Reinvestment,0
9/1/2022 1:26,11032,8006D6020,11032,8006D6020,14.57,US Dollar,14.57,US Dollar,Reinvestment,0
9/1/2022 1:29,1831,8006D5680,0,8006D4AB0,2210708,US Dollar,2210708,US Dollar,Cheque,0
9/1/2022 1:23,1208,800389CC0,11081,8006E1280,2041.81,US Dollar,2041.81,US Dollar,Cheque,0
9/1/2022 1:00,1208,800389CC0,11081,8006E1280,3916.31,US Dollar,3916.31,US Dollar,ACH,0
9/1/2022 1:06,214,800399910,11032,800768940,3598.38,US Dollar,3598.38,US Dollar,Cheque,0
9/1/2022 1:14,214,800399910,11032,800768940,3291.1,US Dollar,3291.1,US Dollar,Credit Card,0
9/1/2022 1:29,214,800399910,11032,800768940,3359.57,US Dollar,3359.57,US Dollar,Cash,0
9/1/2022 1:00,214,800399910,11032,800768940,3015.98,US Dollar,3015.98,US Dollar,Wire,0
9/1/2022 1:03,3213,8005E66E0,3213,8005E66E0,2090.68,US Dollar,2090.68,US Dollar,Reinvestment,0
9/1/2022 1:11,1601,80036D320,1208,800673440,28236321,US Dollar,28236321,US Dollar,Cheque,0
9/1/2022 1:10,718,8006D2F30,1922,800783680,39679.52,US Dollar,39679.52,US Dollar,Cheque,0
9/1/2022 1:12,718,8006D2F30,1922,800783680,21538.73,US Dollar,21538.73,US Dollar,ACH,0
9/1/2022 1:21,0,8002FE020,718,8007874A0,366.28,US Dollar,366.28,US Dollar,Cheque,0
9/1/2022 1:29,0,8002FE020,718,8007874A0,678.67,US Dollar,678.67,US Dollar,Credit Card,0
9/1/2022 1:21,2310,80035C1F0,1924,8007898B0,6417.38,US Dollar,6417.38,US Dollar,Cheque,0
9/1/2022 1:25,544,8003FAEC0,1818,80079BE60,228.57,US Dollar,228.57,US Dollar,Cheque,0
9/1/2022 1:16,544,8003FAEC0,1818,80079BE60,3.51,US Dollar,3.51,US Dollar,Credit Card,0
9/1/2022 1:23,1924,800797850,0,80079AD20,4497150,US Dollar,4497150,US Dollar,Cheque,0
9/1/2022 1:11,0,8007A1520,0,8007A1520,18.24,US Dollar,18.24,US Dollar,Reinvestment,0
9/1/2022 1:13,11,8003D8EE0,1601,8007A85D0,313.11,US Dollar,313.11,US Dollar,Cheque,0
9/1/2022 1:21,11,8003D8EE0,1601,8007A85D0,119.77,US Dollar,119.77,US Dollar,ACH,0
9/1/2022 1:12,20,800397390,952,8007D4DC0,1877.54,US Dollar,1877.54,US Dollar,Credit Card,0
9/1/2022 1:05,20,800397390,952,8007D4DC0,4700.08,US Dollar,4700.08,US Dollar,ACH,0
9/1/2022 1:00,867,800791500,867,800791500,17.05,US Dollar,17.05,US Dollar,Reinvestment,0
9/1/2022 1:21,0,8001D2C50,2776,8007E6E90,791726.7,US Dollar,791726.7,US Dollar,Cheque,0
9/1/2022 1:20,2597,8007AE7C0,1601,8007EB920,5785.16,US Dollar,5785.16,US Dollar,Cheque,0
9/1/2022 1:09,2597,8007AE7C0,1601,8007EB920,9163.73,US Dollar,9163.73,US Dollar,Credit Card,0
9/1/2022 1:21,1924,800308EA0,1924,800308EA0,414198.01,US Dollar,414198.01,US Dollar,Reinvestment,0
9/1/2022 1:12,1208,8007FCD40,1208,8007FCD40,22474.9,US Dollar,22474.9,US Dollar,Reinvestment,0
9/1/2022 1:12,1924,8008047D0,1924,8008047D0,8.17,US Dollar,8.17,US Dollar,Reinvestment,0
9/1/2022 1:26,0,800523B20,1601,800807800,198.8,US Dollar,198.8,US Dollar,Cheque,0
9/1/2022 1:14,2776,8007D9F70,2776,8007D9F70,2212.58,US Dollar,2212.58,US Dollar,Reinvestment,0
9/1/2022 1:11,31415,80082D330,31415,80082D330,1859.79,US Dollar,1859.79,US Dollar,Reinvestment,0
9/1/2022 1:19,2954,80089F670,2954,80089F670,228475.96,US Dollar,228475.96,US Dollar,Reinvestment,0
9/1/2022 1:27,2597,8008B9CF0,2597,8008B9CF0,10.37,US Dollar,10.37,US Dollar,Reinvestment,0
9/1/2022 1:13,1208,80095E480,1046,800961610,113.44,US Dollar,113.44,US Dollar,Cheque,0
9/1/2022 1:20,1208,80095E480,1046,800961610,340.67,US Dollar,340.67,US Dollar,Credit Card,0
9/1/2022 1:06,2597,800981E00,2597,800981E00,309045.45,US Dollar,309045.45,US Dollar,Reinvestment,0
9/1/2022 1:11,70,10042B660,21418,80098E2B0,1953.13,US Dollar,1953.13,US Dollar,Cheque,0
9/1/2022 1:18,70,10042B660,21418,80098E2B0,749.84,US Dollar,749.84,US Dollar,Credit Card,0
9/1/2022 1:03,70,10042B660,21418,80098E2B0,120.9,US Dollar,120.9,US Dollar,Cash,0
9/1/2022 1:19,2310,800244460,1046,800991280,976.58,US Dollar,976.58,US Dollar,Cheque,0
9/1/2022 1:27,2597,800986EB0,2597,800986EB0,14875.14,US Dollar,14875.14,US Dollar,Reinvestment,0
9/1/2022 1:19,1924,800987740,1924,800987740,82212.8,US Dollar,82212.8,US Dollar,Reinvestment,0
9/1/2022 1:18,0,800980290,0,800980290,13,US Dollar,13,US Dollar,Reinvestment,0
9/1/2022 1:28,2310,8009BE220,21418,8009BE130,626643,US Dollar,626643,US Dollar,Cheque,0
9/1/2022 1:07,20,800A51220,20,800A51220,10.8,US Dollar,10.8,US Dollar,Reinvestment,0
9/1/2022 1:11,952,800A5BD30,952,800A5BD30,106219.39,US Dollar,106219.39,US Dollar,Reinvestment,0
9/1/2022 1:01,21418,800A76130,21418,800A76130,7.58,US Dollar,7.58,US Dollar,Reinvestment,0
9/1/2022 1:19,70,10042B660,1046,800A7B870,1447.72,US Dollar,1447.72,US Dollar,Cheque,0
9/1/2022 1:04,70,10042B660,1046,800A7B870,2435.01,US Dollar,2435.01,US Dollar,Cash,0
9/1/2022 1:19,1313,800A865C0,1313,800A865C0,4413.4,US Dollar,4413.4,US Dollar,Reinvestment,0
9/1/2022 1:24,11,800A8F9F0,11,800A8F9F0,24.64,US Dollar,24.64,US Dollar,Reinvestment,0
9/1/2022 1:10,544,80097D570,1313,800AD3830,61.81,US Dollar,61.81,US Dollar,Cheque,0
9/1/2022 1:20,544,80097D570,1313,800AD3830,90.13,US Dollar,90.13,US Dollar,Credit Card,0
9/1/2022 1:13,867,800ADBDF0,867,800ADBDF0,56034.68,US Dollar,56034.68,US Dollar,Reinvestment,0
9/1/2022 1:05,31888,800AE1110,11,800AE0F40,0.01,US Dollar,0.01,US Dollar,Cheque,0
9/1/2022 1:12,21418,800B01750,21418,800B01750,3004.8,US Dollar,3004.8,US Dollar,Reinvestment,0
9/1/2022 1:21,1922,800B12E80,1922,800B12E80,1992.2,US Dollar,1992.2,US Dollar,Reinvestment,0
9/1/2022 1:10,11,8004E8260,11304,800B19A60,154.38,US Dollar,154.38,US Dollar,Cheque,0
9/1/2022 1:14,11,8004E8260,11304,800B19A60,13.34,US Dollar,13.34,US Dollar,ACH,0
9/1/2022 1:03,11304,80030A440,1894,800B2F4B0,9745.14,US Dollar,9745.14,US Dollar,Wire,0
9/1/2022 1:27,2310,80080EF20,11081,800B3AD60,225.67,US Dollar,225.67,US Dollar,Cheque,0
9/1/2022 1:00,2310,80080EF20,11081,800B3AD60,47.55,US Dollar,47.55,US Dollar,Credit Card,0
9/1/2022 1:10,2310,80080EF20,11081,800B3AD60,27.48,US Dollar,27.48,US Dollar,Cash,0
9/1/2022 1:20,2310,80080EF20,11081,800B3AD60,3.76,US Dollar,3.76,US Dollar,ACH,0
9/1/2022 1:09,20,800B43AA0,20,800B43AA0,13.34,US Dollar,13.34,US Dollar,Reinvestment,0
9/1/2022 1:18,20,800B47A70,20,800B47A70,44726.75,US Dollar,44726.75,US Dollar,Reinvestment,0
9/1/2022 1:27,11,800B52950,11,800B52950,3695.8,US Dollar,3695.8,US Dollar,Reinvestment,0
9/1/2022 1:10,1922,800B4DC10,1922,800B4DC10,1557549.1,US Dollar,1557549.1,US Dollar,Reinvestment,0
9/1/2022 1:16,718,800B728E0,718,800B728E0,304.82,US Dollar,304.82,US Dollar,Reinvestment,0
9/1/2022 1:29,544,800B906E0,544,800B906E0,9559055.6,US Dollar,9559055.6,US Dollar,Reinvestment,0
9/1/2022 1:09,867,800B9D220,867,800B9D220,1444.5,US Dollar,1444.5,US Dollar,Reinvestment,0
9/1/2022 1:29,1891,800B29BE0,1891,800B29BE0,16192.32,US Dollar,16192.32,US Dollar,Reinvestment,0
9/1/2022 1:13,70,10042B660,11,800BC60C0,701.97,US Dollar,701.97,US Dollar,Cheque,0
9/1/2022 1:05,70,10042B660,11,800BC60C0,333.32,US Dollar,333.32,US Dollar,Credit Card,0
9/1/2022 1:21,20,800C5C760,20,800C5C760,260579.13,US Dollar,260579.13,US Dollar,Reinvestment,0
9/1/2022 1:01,11032,800C5E2E0,1208,800C60150,6143537,US Dollar,6143537,US Dollar,Cheque,0
9/1/2022 1:08,22088,800C61080,1208,800C606A0,19419374,US Dollar,19419374,US Dollar,Cheque,0
9/1/2022 1:24,22088,800C61080,22088,800C61080,15.6,US Dollar,15.6,US Dollar,Reinvestment,0
9/1/2022 1:01,1488,800C66530,1488,800C66530,71080.61,US Dollar,71080.61,US Dollar,Reinvestment,0
9/1/2022 1:16,21418,800C669C0,21418,800C669C0,17737.93,US Dollar,17737.93,US Dollar,Reinvestment,0
9/1/2022 1:22,1922,800C66E50,1922,800C66E50,992.05,US Dollar,992.05,US Dollar,Reinvestment,0
9/1/2022 1:09,1887,800C4D3C0,1887,800C4D3C0,22.72,US Dollar,22.72,US Dollar,Reinvestment,0
9/1/2022 1:09,1208,800631750,20,800C81AB0,2079854.37,US Dollar,2079854.37,US Dollar,Cheque,0
9/1/2022 1:17,1208,800631750,20,800C81AB0,347054.2,US Dollar,347054.2,US Dollar,Cash,0
9/1/2022 1:08,20,800C95F50,20,800C95F50,693508.31,US Dollar,693508.31,US Dollar,Reinvestment,0
9/1/2022 1:29,544,80036E4B0,1922,800C9BEC0,159.22,US Dollar,159.22,US Dollar,Cheque,0
9/1/2022 1:18,544,80036E4B0,1922,800C9BEC0,360.66,US Dollar,360.66,US Dollar,Wire,0
